ctr,tokens,tokens_price,name
477,788,0.00010244,C:\Root\nimue\data\email\ingest-processed\e0272098c92599475ecb8ae78f569607.txt
478,261,3.393e-05,C:\Root\nimue\data\email\ingest-processed\e0f2121e2568f987fc6ee3c66ed2fedb.txt
479,353,4.589e-05,C:\Root\nimue\data\email\ingest-processed\e10ac9156cd5a44579cbaa9a94bf55b8.txt
480,116,1.508e-05,C:\Root\nimue\data\email\ingest-processed\e1232b6ae98e909ea81ce5c0332f22c3.txt
481,508,6.604000000000001e-05,C:\Root\nimue\data\email\ingest-processed\e1903996410dec12e2f5e5001d985148.txt
482,376,4.888e-05,C:\Root\nimue\data\email\ingest-processed\e198795d7b3e0952b3b5e0b6603e6a81.txt
483,507,6.591e-05,C:\Root\nimue\data\email\ingest-processed\e232cc0136ec39c73253bcb59e3778dc.txt
484,70,9.1e-06,C:\Root\nimue\data\email\ingest-processed\e2bfceea58d387e06ad3d1e276f3dc69.txt
485,599,7.787e-05,C:\Root\nimue\data\email\ingest-processed\e45f0e0d5eb7295f0b16adc4a4fa5928.txt
486,515,6.695e-05,C:\Root\nimue\data\email\ingest-processed\e4ee29fda901a18c5eb93eefef41ebaf.txt
487,451,5.863e-05,C:\Root\nimue\data\email\ingest-processed\e525935531744d471c1d6ab53e3b0f72.txt
488,1278,0.00016614,C:\Root\nimue\data\email\ingest-processed\e52b88912b7540bfea7f03d858303b32.txt
489,2107,0.00027391000000000004,C:\Root\nimue\data\email\ingest-processed\e574e2d8a9537885ac70ff6e6fef35e3.txt
490,493,6.409e-05,C:\Root\nimue\data\email\ingest-processed\e5adb086a7d7b6de49a23a049d36f15a.txt
491,164,2.132e-05,C:\Root\nimue\data\email\ingest-processed\e5bc51e8b7806f90dec9ed824b2f5572.txt
492,631,8.203e-05,C:\Root\nimue\data\email\ingest-processed\e60adae042a924fb58661ed413a20e3a.txt
493,194,2.5220000000000002e-05,C:\Root\nimue\data\email\ingest-processed\e8d8a3c7da4af8416365e304c8321f01.txt
494,213,2.769e-05,C:\Root\nimue\data\email\ingest-processed\e91d94d39ae5e299cfba5c35b10cd293.txt
495,737,9.581e-05,C:\Root\nimue\data\email\ingest-processed\e924083eec3e41f8bc1f01beee810d3c.txt
496,615,7.995e-05,C:\Root\nimue\data\email\ingest-processed\e9399ca7060d5c53da787d449390b73f.txt
497,402,5.2260000000000004e-05,C:\Root\nimue\data\email\ingest-processed\e9c5de34e875da117ff5237beb861e9f.txt
498,73,9.49e-06,C:\Root\nimue\data\email\ingest-processed\ea510eac21a6966f0c61b0425b332e37.txt
499,1685,0.00021905,C:\Root\nimue\data\email\ingest-processed\ea7883f71cb1e8453da648f2a6e528e0.txt
500,513,6.669e-05,C:\Root\nimue\data\email\ingest-processed\eaafae34f5d2d95922b0ee95a3ad3478.txt
501,615,7.995e-05,C:\Root\nimue\data\email\ingest-processed\ebb6540bacd86675775db9b2defa7f53.txt
502,824,0.00010712,C:\Root\nimue\data\email\ingest-processed\ec574d3a9b47b4565648d160b7e596d9.txt
503,400,5.2e-05,C:\Root\nimue\data\email\ingest-processed\ec9ba46eb18536cac5c5a8d064cda09a.txt
504,204,2.652e-05,C:\Root\nimue\data\email\ingest-processed\ecfa427dee90b8ea0af56f5dae0b3636.txt
505,614,7.982e-05,C:\Root\nimue\data\email\ingest-processed\ed3d8adc709dcc88df2872e8ef0a5bbd.txt
506,569,7.397e-05,C:\Root\nimue\data\email\ingest-processed\ed9ac1a0d428f6d25daf96e75301a7ae.txt
507,242,3.146e-05,C:\Root\nimue\data\email\ingest-processed\edbebfda7e88f7cbd32112caeae7d203.txt
508,125,1.625e-05,C:\Root\nimue\data\email\ingest-processed\ee0b708d29f59888f2afecc767a71cf9.txt
509,410,5.33e-05,C:\Root\nimue\data\email\ingest-processed\ef006bf2025528e2c25277e1b1343882.txt
510,540,7.02e-05,C:\Root\nimue\data\email\ingest-processed\ef11351ce69a13b613d500c447c5e790.txt
511,734,9.542e-05,C:\Root\nimue\data\email\ingest-processed\ef66ea78edfbdc1618e19ceacec26324.txt
512,220,2.86e-05,C:\Root\nimue\data\email\ingest-processed\effe94d3055b978fdd5f7fb2b4eaf20c.txt
513,733,9.529e-05,C:\Root\nimue\data\email\ingest-processed\f0bc68951a3075d9cd5fcf3bb549a2c4.txt
514,520,6.76e-05,C:\Root\nimue\data\email\ingest-processed\f10d317c6d2b4a9f7c921208641043a7.txt
515,521,6.773e-05,C:\Root\nimue\data\email\ingest-processed\f180699b2bd8be11739f14431222e67b.txt
516,81,1.053e-05,C:\Root\nimue\data\email\ingest-processed\f1cb412c00db44c1dd0c034703fed58b.txt
517,613,7.969e-05,C:\Root\nimue\data\email\ingest-processed\f23f7372b01dae347bb541adb53b8d11.txt
518,1540,0.00020020000000000001,C:\Root\nimue\data\email\ingest-processed\f2822824c4b43dc889e020464e81b5b2.txt
519,656,8.528e-05,C:\Root\nimue\data\email\ingest-processed\f289ffa1e24346224bc9b84293ae879d.txt
520,475,6.175e-05,C:\Root\nimue\data\email\ingest-processed\f2a87d0b412f53e2db081bdd5a100f53.txt
521,5950,0.0007735,C:\Root\nimue\data\email\ingest-processed\f2b2679350717746d5f9fb5d2862127c.txt
522,163,2.1190000000000002e-05,C:\Root\nimue\data\email\ingest-processed\f2de4fa04ec4a51dd4a5795a8e81bfb3.txt
523,363,4.719000000000001e-05,C:\Root\nimue\data\email\ingest-processed\f48b7d55747137bddeb29713ed00736d.txt
524,511,6.643000000000001e-05,C:\Root\nimue\data\email\ingest-processed\f507d11d879c6885abd9964cbad21b9b.txt
525,136,1.768e-05,C:\Root\nimue\data\email\ingest-processed\f553c9f863c5c0a795644433f872761e.txt
526,77,1.0009999999999999e-05,C:\Root\nimue\data\email\ingest-processed\f5932cb40c7a96f4bd3ab4bff4fd8b72.txt
527,396,5.148e-05,C:\Root\nimue\data\email\ingest-processed\f6783cad8758525d29c6616b4bc69fd3.txt
528,1157,0.00015041,C:\Root\nimue\data\email\ingest-processed\f67c1e49ddc92cdf26347e1283b72803.txt
529,1126,0.00014638,C:\Root\nimue\data\email\ingest-processed\f69d378b7c483ff9fe2dbaeaff8eda75.txt
530,164,2.132e-05,C:\Root\nimue\data\email\ingest-processed\f6d2341f7b6062d6c64cc64daad00b1e.txt
531,232,3.016e-05,C:\Root\nimue\data\email\ingest-processed\f72cc2d0aac59710732a4c0d642ef88b.txt
532,444,5.7719999999999996e-05,C:\Root\nimue\data\email\ingest-processed\f787400040cc32313f086eb8b3abde37.txt
533,253,3.289e-05,C:\Root\nimue\data\email\ingest-processed\f78741a24048f8020008f1a3693b6f88.txt
534,210,2.73e-05,C:\Root\nimue\data\email\ingest-processed\f89b62d34a265628a73e32739823ef32.txt
535,179,2.327e-05,C:\Root\nimue\data\email\ingest-processed\f93bf6e626bf077e85f210675826e990.txt
536,604,7.852e-05,C:\Root\nimue\data\email\ingest-processed\f94d25d78de36d2dd6348ef09d6f9039.txt
537,116,1.508e-05,C:\Root\nimue\data\email\ingest-processed\fa55324ed57bf6fd789a365f8cc99eac.txt
538,189,2.457e-05,C:\Root\nimue\data\email\ingest-processed\fa6e936fdca9de1cfa3cc091d35c27a5.txt
539,124,1.612e-05,C:\Root\nimue\data\email\ingest-processed\fab808ec2ec1ab9eed9d1db6600d2ba1.txt
540,1029,0.00013377000000000002,C:\Root\nimue\data\email\ingest-processed\fb293301fe354669425c11864d2aede8.txt
541,234,3.042e-05,C:\Root\nimue\data\email\ingest-processed\fb9ec81d56b06a066d7bd4a204b8d6cb.txt
542,425,5.525e-05,C:\Root\nimue\data\email\ingest-processed\fc263d279c479c618bd376291f2f2e93.txt
543,146,1.898e-05,C:\Root\nimue\data\email\ingest-processed\fc6a9b5b965e98b0ce253217bcc65be3.txt
544,163,2.1190000000000002e-05,C:\Root\nimue\data\email\ingest-processed\fe4bc273b63152e706e48130e610fb56.txt
545,522,6.786e-05,C:\Root\nimue\data\email\ingest-processed\fece892145ec944545eda38b6127a0e3.txt
